formulas,bandgap
Ba3W1O6,2.9798
Ba1W1O4,2.6028
Ba3W1O6,2.5551
Ba1Y2O4,3.2493
Ba3Y2O6,2.5398
Ba4Y2O7,2.6786
Ba1Zn1O2,2.2705
Ba2Zn1O3,2.6719
Ba2Zr1O4,2.9788
Ba3Zr2O7,3.0246
Ba1Zr1O3,3.0368
Ba1Zr1O3,3.1193
Ba6Zr1O8,2.6918
Ba4Zr1O6,3.1542
Ba1P3Pt2,0.1274
Ba3P2S8,2.1538
Ba1P1S3,3.1048
Ba3P2S8,1.9872
Ba3Sb1P1,0.8358
Ba1P1Se3,2.1557
Ba3P2Se8,1.1278
Ba3Si4P6,0.406
Ba4Si1P4,1.0893
Ba3Sn2P4,0.8646
Ba3Sn2P4,0.8062
Ba3Sn1P3,0.8863
Ba1Te2P4,1.1655
Ba4Ti1P4,1.0679
Ba1Zr1P2,0.1043
Ba2Tl1Pb1,0.0023
Ba1Tl2Pb1,0.3596
Ba2Zn1Pb1,0.789
Ba2Pd1Pt1,1.0355
Ba1Pd2S4,0.8922
Ba1Pd1S2,0.3844
Ba2Tl1Pd1,0.0015
Ba1Pr2S4,1.9354
Ba1Pr2Se4,1.619
Ba1Pt2S3,1.33
Ba1Pt2S3,0.9732
Ba1Sb2S4,1.4873
Ba3Si1S5,2.8127
Ba1Sn2S3,1.3045
Ba2Sn1S4,1.9551
Ba3Sn2S7,2.1917
Ba1Sn1S2,1.6394
Ba2Sn1S4,2.3103
Ba3Sn1S5,1.6495
Ba3Sn1S4,1.0866
Ba5Sn2S8,0.8595
Ba3Ta2S8,0.7452
Ba1Te1S3,1.9088
Ba3Ti1S5,1.4487
Ba1Y2S4,1.7564
Ba2Zn1S3,2.0205
Ba1Zr1S3,0.9971
Ba3Zr2S7,0.8274
Ba2Zr1S4,0.6025
Ba3Zr2S7,0.505
Ba3Zr2S7,0.5038
Ba1Sb2Se4,0.9965
Ba1Sb1Te3,0.3743
Ba2Zn1Sb2,0.4422
Ba1Sc2Te4,0.431
Ba2Sn1Se5,1.0762
Ba3Th1Se7,0.9539
Ba1Zr1Se3,0.3726
Ba1Zr1Se3,0.038
Ba1Sr1Si1,0.0415
Ba2Si1Te4,1.1018
Ba1Sm2Te4,0.7957
Ba1Sr1Sn1,0.0028
Ba2Zn1Sn1,0.0867
Ba1Sr1Tl2,0.4623
Ba1Sr1Zn2,0.033
Ba1Tb2Te4,0.7859
Ba1Tm2Te4,0.7841
Ba1Y2Te4,0.8059
Be1Cu1Br1,0.077
Be1C1N2,3.8513
Be1C2N2,5.9058
Ca1Be2N2,2.3869
Ca1Be3O4,3.9115
Ca1Be2P2,0.7366
Be1Cd1Pt2,0.12
Be2Cd1Pt1,0.2279
Be2Te7Cl6,1.2797
Be2Co1Cu1,0.4014
Be1Fe1Co2,0.1636
Be2Co1Os1,0.0621
Be2Cr1Ir1,0.1153
Be1Cr1O4,2.4299
Be1Cr1O4,2.0973
Be1Cr1O4,2.272
Cs1Be2F5,7.1809
Cs2Be1F4,6.8746
Cs1Be1F3,6.6443
Cs1Be1F3,5.5947
Cs1Be1H3,3.2171
Cs2Be1O2,2.8121
Cs2Be1O2,2.7782
K2Be1F4,6.8711
K3Be1F5,6.2164
Li2Be1F4,7.5979
Na2Be1F4,6.6745
Na2Be1F4,6.7369
Be1Pb1F4,5.2044
Rb2Be1F4,6.6674
Rb1Be2F5,7.0859
Sr1Be1F4,7.5245
Be1Tl2F4,4.4409
Be2Tl1F5,4.9163
Be2Tl1F5,5.093
Yb1Be1F4,6.5462
Yb1Be1F4,5.4638
Be1Fe2O4,1.7691
Be1Ga2O4,2.8901
Be1Ga2O4,2.4852
Be1Ge1N2,3.3941
Be1Ge1P2,0.8923
Be1Ge1Pt2,0.0033
Be1Ge1Rh2,0.1733
K1Be1H3,3.0876
Li1Be1H3,4.8256
Li1Be1H3,4.8344
Li1Be1H3,4.8836
Li1Be1H3,4.3798
Li1Be1H3,4.426
Li1Be1H3,2.3768
Be1H4N2,3.3225
Na2Be1H4,4.5899
Na1Be1H3,0.9154
Be1H2O2,5.4038
Be1H2O2,5.4109
Be1H2O2,5.036
Rb1Be1H3,3.3379
Be2Ir1Os1,0.1166
Be2Ir1Rh1,0.0156
K2Be1O2,2.9204
K4Be3O5,3.2092
K2Be2O3,3.3025
K4Be1P2,1.1402
La2Be2O5,3.9238
Li1Be1N1,2.6858
Li1Be2Os1,0.4607
Li1Be1P1,1.1585
Li1Be2Rh1,0.5582
Li1Be1Sb1,1.0112
Li1Be1Sb1,0.8731
Mg1Be2N2,4.0657
Mg1Be2Os1,0.2263
Mg1Be2P2,0.851
Mg1Be1Pt2,0.1181
Mg1Be2Pt1,0.4265
Mn1Be2Os1,0.0271
Be1Mo1Ru2,0.1305
Be1Si1N2,5.1459
Be1Si1N2,3.5621
Sr1Be2N2,1.8494
Na2Be1O2,2.7941
Na2Be2O3,4.268
Na2Be2O3,3.0523
Na1Be1O2,2.8988
Na1Be1Sb1,1.0731
Ti1Be1Ni2,0.0679
Be1P2O6,6.026
Be1P2O6,5.8411
Be2P2O7,6.0325
Be2P2O7,6.0286
Be2P2O7,5.5953
Rb2Be2O3,2.2055
Rb2Be2O3,3.1218
Rb2Be2O3,3.6274
Be1S1O4,6.9502
Be2Si1O4,5.8262
Sr1Be3O4,4.1295
Ta2Be1O6,3.371
Tb2Be2O5,2.1984
Y2Be1O4,4.1009
Be1Zn1O2,2.6554
Ta1Be2Os1,0.1505
Be2Zn1Os1,0.1965
Be1P1Ru2,0.3181
Be1Si1P2,1.1498
Be1Sn1P2,0.9218
Be2Pd1Ru1,0.0977
Be1Zn1Pt2,0.1503
Be2Zn1Pt1,0.2649
Zr1Be1Rh2,0.1062
Cs1Bi2Br7,2.8624
Cs3Bi1Br6,3.4221
Ga1Bi4Br4,1.5866
Bi4Br2O5,2.5121
Bi3Br1O4,0.9143
Bi1Br1O1,2.2701
Bi5Br1O7,2.808
Bi3Br1O4,2.3158
Rb3Bi1Br6,3.3
Rb1Bi2Br7,2.8609
Rb3Bi1Br6,3.4159
Bi7Rh1Br8,1.0126
Bi4Ru1Br2,0.5304
Bi1S1Br1,2.0287
Bi1Se1Br1,1.6912
Bi3Se4Br1,1.0642
Bi1Te1Br1,1.2233
Bi1Te2Br4,1.0593
Bi2C1O5,2.2747
Bi2C1O5,2.0926
Bi2C1O5,1.0711
Ca1Bi1F6,0.078
Ca1Bi1F5,3.9935
Ca1Bi1F5,4.2211
Ca1Hg2Bi1,0.0367
K1Ca1Bi1,0.827
Li1Ca1Bi1,0.579
Ca1Mg2Bi2,0.3886
Ca3Bi1N1,0.3687
Ca1Bi1O3,0.5783
Ca4Bi2O1,0.8137
Ca1Bi2O4,2.5434
Ca1Bi2O5,0.0501
Ca2Bi2O5,2.4957
Ca1Bi1O3,0.0798
Ca1Bi2O4,2.1851
Ca1Bi2O4,1.7863
Ca1Bi2O6,0.4501
Ca1Bi2O4,1.9661
Ca1Bi2O4,1.8612
Ca1Bi2O4,1.593
Ca1Bi2O5,0.9018
Ca1Bi2O4,1.6581
Ca1Bi2O4,1.885
Ca1Bi2O4,1.6583
Ca1Bi2O4,1.6968
Ca1Bi2O4,1.2355
Ca1Bi2O4,1.1443
Ca1Bi4O8,0.4549
Ca1Bi4O8,0.534
Ca1Bi4O6,0.278
Ca2Bi2O5,2.1187
Ca1Bi2O4,1.0017
Cd1Bi1O3,0.762
Cd1Bi2O4,2.7092
Cd4Bi2O7,0.5824
Ce3Bi4Pd3,0.1998
Bi1Cl1F8,2.0644
Ga1Bi4Cl4,1.4227
K3Bi1Cl6,4.0101
Bi3Cl1O4,2.3
Bi4Cl2O5,2.3115
Rb3Bi1Cl6,3.9744
Bi2Se4Cl7,1.0179
Bi2Se2Cl7,1.3983
Bi1Te1Cl1,1.5135
Bi2Te7Cl8,0.7625
Bi2Te4Cl7,1.333
Co1Bi1O3,0.8267
Co3Bi1O8,0.3961
Co1Bi1O4,0.5092
Co1Bi2O6,0.0009
Zr1Co1Bi1,0.9772
Cr1Bi1O3,1.5958
Cr1Bi1O3,1.8397
Cr1Bi1O3,1.2937
Cr1Bi1O4,1.1179
Cr1Bi1O5,0.034
Cs1Bi1F6,2.8234
Cs3Bi1F6,4.5375
Cs3Bi1I6,2.8318
Cs7In4Bi6,0.4284
Cs1K2Bi1,0.3027
Cs1Na2Bi1,0.0737
Cs2Bi4O7,2.6731
Cs3Bi1O3,3.0476
Cs1Bi1O2,2.3232
Cs2Bi2Pd1,0.5383
Cs1Rb2Bi1,0.0365
Cs1Bi1S2,1.7469
Cs1Bi3S5,1.4279
Cs1Bi3Se5,0.9988
Cs3Bi1Se3,2.0207
Cs1Tl2Bi1,0.887
La3Cu3Bi4,0.2933
Cu1Bi1O2,0.8432
Cu1Bi1O2,0.6114
Cu1Bi1S2,0.464
Cu3Bi1S3,0.7058
Dy1Ni1Bi1,0.2136
Er1Bi1O3,3.1136
Er1Bi3O6,2.0482
Er1Bi1O3,2.4634
Er2Bi2O7,0.373
K2Bi1F5,4.7686
K1Bi1F6,2.7083
K1Bi1F6,2.7061
K1Bi1F6,2.603
K1Bi1F4,3.2279
K1Bi2F7,4.6755
K1Bi2F7,3.581
Li1Bi1F6,2.5394
Li2Bi1F5,4.0571
Mg1Bi1F5,4.2701
Bi3N1F6,2.771
Na1Bi1F6,2.7096
Na3Bi1F6,3.9885
Bi1O1F1,2.9442
Bi3O2F5,3.285
Bi2O1F4,3.9154
Bi1O1F1,2.6397
Bi1O1F1,3.2205
Bi6O5F8,2.9856
Bi1O1F1,2.9652
Bi5O4F7,3.0184
Bi3O4F1,2.0043
Bi1O1F1,3.1226
Bi1O1F1,3.2117
Bi3O2F5,3.4435
Bi1O1F1,2.5707
Bi1O1F1,3.3538
Bi3O4F1,2.1425
Bi1O1F1,3.2938
Bi1O1F1,2.5742
Bi1O1F1,3.0514
Bi5O7F1,2.5466
Bi1O1F1,2.9046
Bi4O5F2,2.541
Bi4O5F2,2.4866
Bi3O4F1,2.1084
Bi5O7F1,2.7263
Bi1O1F3,1.6746
Bi4O3F7,0.2568
Bi5O7F1,2.4939
Bi4O5F2,3.0918
Bi1O1F1,2.3179
Bi3O4F1,2.1905
Bi1O1F1,2.3786
Bi1Pb1F5,4.297
Rb1Bi1F6,2.6172
Rb1Bi1F4,2.8659
Rb1Bi1F4,3.4703
Rb1Bi1F3,1.3584
Tl1Bi1F4,2.2336
Zn1Bi1F5,4.36
Zn1Bi1F5,3.7738
Zn1Bi1F5,3.8792
Fe1Bi1O3,1.9066
Fe1Bi1O3,1.5185
Fe1Bi1O3,1.3463
Fe1Bi1O3,1.7848
Fe1Bi1O3,1.5456
Fe1Bi1O3,0.5996
Fe1Bi1O3,1.6657
Fe1Bi1O3,1.7629
Fe1Bi4S7,0.2754
Li2Ga1Bi1,0.0275
Ga1Bi1O3,1.8782
Ga1Bi1O3,3.0525
Ga1Bi1O3,1.2259
Ga2Bi1S4,2.5248
Ga2Bi1Se4,1.8901
Gd1Ni1Bi1,0.3301
Ge1Bi2O5,2.3222
Ge1Bi2O5,2.3809
Ge2Bi1O6,0.0132
Ge1Bi4Te7,0.5721
Hf2Bi2O7,2.7787
Hf1Bi1O4,1.073
K1Hg2Bi1,0.1363
Mg2Hg1Bi1,0.0982
Na1Hg2Bi1,0.1691
Na2Hg1Bi1,0.0064
Sr1Hg2Bi1,0.0492
Ho1Bi1O3,2.7472
Ho1Bi1O3,2.4719
K3Bi1I6,2.5794
Bi4I2O5,2.2374
Bi5I1O7,2.7325
Bi1I1O1,1.4833
Bi5I1O7,2.421
Bi3I1O4,2.3631
Bi4Ru1I2,0.4519
Bi1S1I1,1.8669
Bi1Se1I1,1.5745
Bi1Te1I1,1.2742
Bi2Te1I1,0.0051
Tl3Bi1I6,2.4892
Li2In1Bi1,0.0055
Na3In1Bi2,0.0689
Na1In2Bi1,1.2432
Na2In1Bi1,0.0564
In1Bi1O3,2.7332
In1Bi1O3,2.3884
In2Bi2O7,0.3334
In1Bi1O3,0.0496
In1Bi1S3,1.3794
Tl1In2Bi1,0.24
Tl2In1Bi1,0.273
Bi1Ir1S1,0.732
Bi1Ir1Se1,0.5952
K1Mg1Bi1,0.3855
K1Bi1O2,1.8496
K3Bi1O4,1.1394
K3Bi1O3,2.9552
K1Bi1O3,0.4914
K4Bi2O5,2.6155
K1Bi1O3,0.4906
K1Bi1O3,0.1762
K2Rb1Bi1,0.0548
K3Bi1Se3,2.0592
K1Bi1Se2,0.8241
K3Bi1Te3,1.4987
K4Zn1Bi2,0.3315
Li3La1Bi2,0.1579
La1Bi1O3,2.6285
La1Bi1O4,0.6699
La2Bi1O5,0.8298
La1Bi1Pd2,0.2918
Li1Mg1Bi1,0.3619
Li3Bi1O4,1.3995
Li3Bi1O3,2.4379
Li1Bi1O3,0.1445
Li5Bi1O5,1.3597
Li1Bi1O2,2.037
Li3Bi1O4,1.0579
Li7Bi1O6,1.8489
Li3Bi1O4,0.9495
Li4Bi2O5,2.6846
Li5Bi1O4,1.901
Li5Bi1O4,2.4426
Li2Bi1O3,1.3006
Li2Bi1O3,1.266
Li3Bi1O3,2.7094
Li1Bi3O5,1.9094
Li4Bi2O5,2.7704
Li3Bi1O3,2.9917
Li3Bi1O3,2.8422
Li1Bi1S2,0.8113
Li3Bi1S3,2.4457
Li3Bi1S3,2.558
Li5Bi1S4,1.8897
Li4Bi2S7,0.916
Li5Bi1S4,1.2581
Li3Bi1S4,1.6645
Li3Bi1S3,2.1124
Li2Bi1S3,0.8881
Li5Bi1S4,1.5609
Li3Bi1S3,0.989
Li5Bi1S4,1.5786
Sr1Li1Bi1,0.5558
Li1Yb1Bi1,0.286
Lu1Ni1Bi1,0.0134
Lu1Bi3O6,2.1004
Lu1Bi1O3,2.3018
Mg1Bi2O6,0.002
Mg1Bi2O5,0.4383
Mg1Bi2O5,0.5458
Mg3Bi2O7,0.1183
Mg1Bi2O6,0.1749
Mg1Bi2O4,1.7151
Mg1Bi4O8,0.4612
Mg1Bi2O4,1.5534
Mg1Bi2O4,1.4665
Mg1Bi2O5,0.3737
Mg1Bi4O8,0.6781
Mg1Bi2O4,1.3033
Mg1Bi2O4,1.4444
Mg1Bi2O4,1.3967
Mg1Bi2O4,1.0416
Mg1Bi2O4,0.97
Mg1Bi2O4,0.4627
Mg2Bi2O5,1.8327
Mg1Bi1Rh2,0.0632
Sr1Mg2Bi2,0.3824
Yb1Mg2Bi2,0.2736
Mn2Bi1O5,0.4782
Mn1Bi1O3,0.0797
Mn1Bi1O3,0.1338
Mn3Bi1O8,0.7575
Mn1Bi1O3,0.7651
Mn1Bi4S7,0.8816
Mn1Bi2Se4,0.6391
Mn1Bi2Te4,0.4754
Bi2Mo1O6,2.1293
Bi2Mo1O6,2.6394
Bi2Mo1O6,0.5907
Bi2Mo1O6,0.5172
Bi1Mo1O5,0.0063
Sr3Bi1N1,0.2589
Na5Bi1O5,0.8502
Na3Bi1O4,0.9646
Na2Bi1O3,1.1827
Na1Bi1O2,1.135
Na3Bi1O3,2.8361
Na2Bi4O7,2.538
Na4Bi2O5,2.1576
Na1Bi5O8,2.2792
Na3Bi1O4,0.5991
Na3Bi1O3,2.7882
Na4Bi2O5,2.6918
Na4Bi2O5,2.6313
Rb1Na2Bi1,0.0952
Na1Bi1S2,1.09
Na1Bi1Se2,0.7066
Nb1Bi1O4,2.5161
Nb1Bi1O4,2.3185
Nb1Bi3O7,2.139
Nd1Bi1O4,0.5653
Nd1Bi1Pd1,0.1051
Ni1Bi1O3,0.713
Ni1Bi1O3,0.454
Ni1Bi1O3,0.3691
Sc1Ni1Bi1,0.1844
Tm1Ni1Bi1,0.1504
Y1Ni1Bi1,0.2074
Bi3P1O7,2.3797
Bi1P1O4,3.6895
Bi1P1O4,4.3316
Bi1P2O7,0.0243
Bi1P1O4,3.0004
Bi1P2O7,0.3179
Bi1P1O4,2.0128
Bi2Pd1O4,0.1293
Pr1Bi1O4,0.7489
Pr1Bi1O4,0.5492
Rb2Bi4O7,2.6064
Rb1Bi1O2,2.2042
Rb3Bi1O3,3.1029
Re1Bi3O8,2.7447
Re1Bi1O5,2.8617
Bi1Rh1O3,0.4076
Bi2Ru2O7,0.0372
Bi2S1O2,0.8247
Bi2S2O1,1.0007
Bi3Sb1O7,2.1625
Bi1Sb1O4,2.4146
Bi1Sb1O3,2.1016
Bi1Sb1O5,0.7281
Sc1Bi1O3,3.0834
Sc1Bi1O3,2.7215
Sc1Bi1O3,2.6869
Sc1Bi1O3,2.6631
Sc1Bi1O3,2.1474
Sc1Bi1O3,0.6929
Bi2Se1O5,2.8422
Bi2Se1O2,0.3719
Bi2Se1O6,0.6427
Si1Bi2O5,2.7077
Si1Bi2O5,2.6223
Si2Bi1O6,0.2619
Sm1Bi1O4,0.4836
Sr2Bi2O5,2.2554
Sr4Bi2O1,1.4894
Sr1Bi2O4,2.5577
Sr1Bi1O3,0.3111
Sr2Bi2O5,2.2664
Ta1Bi1O4,2.9009
Ta1Bi1O4,2.9731
Ta1Bi3O7,2.2547
Ta1Bi3O7,2.0397
Ta1Bi1O5,0.7699
Tb1Bi3O6,2.651
Tc1Bi3O8,2.0021
Bi2Te2O7,2.5594
Bi1Te1O4,2.2026
Bi2Te1O5,2.4243
Bi2Te1O6,1.4567
Bi2Te1O2,0.5792
Bi1Te1O5,0.166
Bi1Te1O5,0.0025
Bi1Te1O4,2.1729
Ti1Bi2O5,2.5795
Ti1Bi2O5,2.5742
Ti2Bi2O7,2.6108
Ti1Bi2O5,1.7454
Tm1Bi1O3,2.4418
U1Bi2O6,1.3333
U1Bi2O6,1.593
V1Bi1O4,2.8103
V1Bi1O3,1.2434
V1Bi1O4,2.259
V1Bi1O4,2.528
V1Bi1O4,3.0866
V1Bi1O4,3.4014
V1Bi2O5,0.7919
V1Bi1O5,0.1288
Bi2W1O6,1.9045
Bi2W1O6,1.914
Bi1W2O8,0.1902
Bi2W1O8,0.2295
Bi1W1O5,0.1709
Bi1W1O5,0.0065
Y1Bi1O3,2.4743
Y2Bi2O7,0.1236
Y1Bi1O3,2.0667
Y1Bi1O3,2.3851
Y1Bi1O3,2.1193
Yb1Bi1O3,0.3518
Zn1Bi2O5,0.2264
Zn1Bi2O4,1.7049
Zn1Bi2O5,0.3345
Zn1Bi2O4,1.3286
Zn1Bi4O8,0.485
Zn1Bi4O8,0.2597
Zn1Bi2O4,1.5584
Zn1Bi2O4,1.0586
Zn1Bi2O4,1.1669
Zn1Bi2O4,0.3977
Zn1Bi2O4,1.6407
Zn1Bi2O5,0.2926
Zn2Bi2O5,1.1643
Zn1Bi2O4,0.8867
Zr1Bi1O4,1.0659
Zr2Bi2O7,3.1127
Zr2Bi2O7,2.7929
Bi1Os1Se1,0.6553
Bi1P1S4,1.4839
Bi2Pb3S6,0.5275
Bi2Pb1S4,1.0821
Bi2Pb2S5,0.7228
Bi2Pb1Se4,0.4493
Bi2Pb2Se5,0.4275
Bi4Te7Pb1,0.4221
Bi2Te4Pb1,0.4903
Bi2Te5Pb2,0.1855
Rb1Bi1S2,1.3438
Rb3Bi1Se3,2.0716
Bi1Rh1S1,0.4677
Bi1Rh1Se1,0.3749
Bi2Te2S1,0.4368
Bi3Te2S1,0.0988
Bi2Te2S1,0.0459
Tl4Bi2S5,0.9897
Tl1Bi1S2,0.4949
Sr1Bi1Se3,0.4969
Bi2Te2Se1,0.5476
Bi2Te1Se2,0.9267
Tl1Bi1Se2,0.2323
Sn1Bi4Te7,0.6323
Sn1Bi2Te4,0.4211
Tl1Bi1Te2,0.4684
Yb1Bi2Te4,0.7308
C1Br3F1,3.3196
H3C1Br1,4.5392
La3C2Br3,0.0369
La3C1Br5,2.2338
C1Br1N1,5.1
Pr5C2Br8,0.6061
C1Se4Br2,1.4971
Cs2Ca1Br4,4.4815
Cs1Ca1Br3,4.3924
Ca1H1Br1,4.1139
Ca2H3Br1,1.5368
Ca1In1Br3,3.136
K1Ca1Br3,4.4047
K1Ca1Br3,3.8981
Ca2Br1N1,2.4258
Rb1Ca1Br3,4.2996
Rb1Ca1Br3,4.072
Ca3Si1Br2,0.5896
Ca1Th1Br6,2.0416
Cs1Cd1Br3,2.9022
Cd1I1Br1,2.4508
Cd1In1Br3,2.2185
Cd1Br2N2,0.6769
Cd1Br2O4,0.2518
Cd4P2Br3,1.3981
Cd2P3Br1,1.1423
Rb1Cd1Br3,2.7524
Rb4Cd1Br6,3.1975
Tl1Cd1Br3,2.746
K3Ce1Br6,0.3148
Br1Cl1O1,1.1661
Pb1Br1Cl1,3.4376
Pb1Br1Cl1,3.0727
Sn1Br1Cl1,1.1451
Sr1Br1Cl1,2.8979
Cs3Co1Br5,0.6983
Cr1In1Br3,0.4913
Cr1Br1O1,1.4343
Cr1S1Br1,0.1816
Cs1Cu1Br3,0.3732
Cs3Cu2Br5,2.3785
Cs1Cu2Br3,1.6383
Cs1Eu1Br3,0.9374
Cs1Br2F1,1.7459
Cs1Br1F6,4.0158
Cs1Br1F1,2.4765
Cs1Br1F4,3.2414
Cs1Fe1Br3,0.5073
Cs1Ga1Br4,3.3514
Cs3Ga1Br6,2.3433
Cs1Ge1Br3,1.2193
Cs1Hg2Br5,1.9907
Cs1I2Br1,1.9762
Cs2I1Br1,3.6792
Cs3In1Br6,2.6733
Cs1In1Br3,0.7901
Cs1Li1Br2,4.1375
Cs1Li2Br3,4.5597
Cs3Li2Br5,4.209
Cs2Li1Br3,4.3309
Cs1Li3Br4,4.0021
Cs1Mg1Br3,4.0445
Cs3Mn1Br5,2.7134
Cs2Mn1Br4,2.5604
Cs1Mn1Br3,1.2909
Cs1Ni1Br3,0.8212
Cs1Br1O3,4.3026
Cs1Br1O4,3.0454
Cs4Pb1Br6,3.8959
Cs1Pb1Br3,2.0121
Cs1Pb1Br3,2.8808
Cs1Pb1Br3,1.8178
Cs1Pb1Br3,1.9564
Cs1Pb1Br3,2.4845
Cs2Pt1Br6,1.433
Cs1Re1Br4,0.164
Cs3Sb1Br6,2.8535
Cs3Sc1Br6,3.3137
Cs1Se1Br3,1.1982
Cs1Sn2Br5,2.4489
Cs2Sn1Br6,1.4389
Cs1Sn1Br3,1.6022
Cs1Sr1Br3,4.4089
Cs1Sr1Br3,4.1673
Cs1Tl1Br4,2.088
Cs1Tl1Br3,0.4264
Cs3Tl1Br6,1.6915
Cs1V1Br3,0.6528
Cs3Y1Br6,4.0619
Cs1Yb1Br3,4.3376
K2Cu1Br3,1.901
Cu1Mo3Br7,1.6912
Cu1Br2N2,0.227
Cu1Br1O2,0.8901
Cu1Br1O2,0.4388
Cu1Pb1Br3,0.1425
Rb1Cu2Br3,1.6366
Rb2Cu1Br3,1.8371
Cu1Se3Br1,1.0299
Cu1Te2Br1,0.7393
Cu1Te1Br1,0.7599
Cu1W3Br7,2.0638
Cu1W3Br7,2.1981
Li1Dy2Br5,0.1202
Dy1S1Br1,2.8776
Li3Er1Br6,4.3485
Eu2H3Br1,0.0249
Eu1I1Br1,0.973
Eu4Br6O1,0.7506
Eu3Br1O4,0.0072
K1Br1F4,3.2009
K1Br1F4,0.8666
Rb1Br1F4,3.3548
Sb1Br1F8,2.6902
Sb1Br5F6,1.7102
Sn3Br1F5,3.0281
Sn1Br1F1,1.9947
Sr1Br1F1,5.0003
K1Fe1Br3,0.0551
Li2Fe1Br4,0.5386
Li2Fe1Br4,0.0291
Fe1Se1Br7,0.9852
Fe1Te1Br7,1.0596
Tl1Fe1Br4,1.0383
In1Ga1Br4,2.9288
K1Ga1Br4,3.5771
K3Ga1Br6,2.0602
Li1Ga1Br4,3.4374
Li1Ga1Br3,2.956
Na1Ga1Br4,3.483
Na3Ga1Br6,1.48
Ga2Pd1Br8,1.6095
Rb3Ga1Br6,2.1662
Ga1Sb4Br4,2.0068
Ga2Te2Br7,1.2944
Gd2Br3N1,1.8727
Gd1Br1O1,2.8895
K1Ge1Br3,0.92
Rb1Ge1Br3,1.9935
Rb3Ge2Br7,2.8982
Rb1Ge1Br3,3.1405
Ge2S3Br2,2.4276
Tl1Ge1Br3,2.2566
Tl1Ge1Br3,0.7685
La1H1Br2,3.5974
H4Br1N1,4.3113
H4Br1N1,4.0509
H3Br1O1,4.4259
H5Br1O2,4.3774
H5Br1O2,4.1623
H5Br1O2,4.2047
H7Br1O3,3.8402
H7Br1O3,3.5976
P1H4Br1,3.9898
Sr1H1Br1,3.8289
Tb1H2Br1,1.6982
Hf1Br1N1,2.1309
Hf1Br1N1,1.9205
Hg1I1Br1,2.3502
Hg2Br1N1,0.6998
Hg1Br1O3,3.1922
Hg8Br3O4,0.2024
Hg2P3Br1,0.9381
Hg7P4Br6,1.6505
Hg3S2Br2,1.609
Hg3Se2Br2,1.3272
Hg3Te1Br4,1.9366
Hg3Te2Br2,1.6997
Hg2Te1Br3,1.8766
Tl4Hg1Br6,1.8287
Ho1Br1O1,3.6527
Ho1Br1O1,4.3862
Pb1I1Br1,2.5643
K1In1Br3,2.2777
K1In1Br4,2.8234
K1In1Br3,0.6499
K3In1Br6,2.4086
Mg1In1Br3,2.0567
Mn1In1Br3,1.6239
Na1In1Br4,2.8099
Na3In1Br6,1.8617
In1Br1O1,1.9948
Rb1In1Br3,0.6897
Rb3In1Br6,2.5162
In5S5Br1,1.11
In5Se5Br1,0.742
In1Sn1Br3,1.7489
In1Sn2Br5,2.305
In1Sn1Br3,1.8471
In1Te1Br1,1.5714
Th1In2Br6,2.7543
Zr1In2Br6,2.3857
K4Mn1Br6,2.3093
K1Mn1Br3,1.7869
K1Mo3Br7,2.3695
K3Mo1Br6,1.5482
K3Nd1Br6,3.7704
K4Br2O1,0.9912
K3Br1O1,0.889
K1Br1O4,3.0759
K1Pb2Br5,3.0729
K2Pd1Br4,1.2049
K2Pr1Br5,4.007
K3Pr1Br6,3.7651
K2Pt1Br6,1.1688
K2Pt1Br4,1.4677
K2Re1Br6,0.97
K3Sb1Br6,2.8539
K3Sc1Br6,3.2221
K2Se1Br6,1.688
K2Sn1Br6,1.6057
K1Sn1Br3,2.2744
K2Sn1Br6,1.5757
K2Sn1Br6,1.1709
K2Te1Br6,2.3386
K2Te1Br6,2.1407
K1Tl1Br4,1.8089
K1Tl1Br3,0.2974
K3Tl1Br6,1.406
K2U1Br5,0.1168
K1W3Br7,2.6737
K3Y1Br6,3.801
K2Zn1Br4,3.6745
K2Zn1Br4,3.6561
La3Br6N1,3.0575
Sr1La1Br5,3.0472
Sr1La1Br5,2.7305
Li2Mg1Br4,4.5262
Li6Mg1Br8,4.6843
Li2Mg1Br4,3.7295
Li2Mn1Br4,1.7798
Li2Mn1Br4,1.423
Li2Mn1Br4,1.4742
Li6Br3N1,2.2583
Li6Br3N1,2.1752
Li6Br3N1,2.0857
Li1Br1N1,1.6605
Li7Br3O2,4.2454
Li3Br1O1,4.2775
Li5Br3O2,0.6271
Rb1Li1Br2,4.322
Li2U1Br6,0.1504
Li2U1Br6,0.1415
Li2U1Br6,0.1445
Li2Zn1Br4,3.777
Lu1Br1O1,4.3926
Lu1S1Br1,2.9978
Lu1S1Br1,2.7179
Mg1Br2O6,4.1768
Mg1Br2O1,1.9016
Rb2Mn1Br4,1.1516
Rb3Mn2Br7,1.1275
Mo1Br4N2,0.3606
Mo1Br2O2,1.4603
Rb1Mo3Br7,2.3358
Mo2S1Br2,0.9875
Mo1S1Br1,0.7938
Te4Mo1Br1,0.855
Br1N1O3,2.1636
Br1N1O1,1.3163
P1Br2N1,2.9785
P1Br2N1,3.1124
P1Br2N1,3.0406
Se2Br3N1,1.2256
Sr2Br1N1,1.8455
Th1Br1N1,2.6393
Ti1Br1N1,0.5597
Zn2Br1N1,1.8478
Zr1Br1N1,1.4423
Zr1Br1N1,1.6958
Na3Br1O1,1.8795
